ts,ax,ay,az,gx,gy,gz,label
107484,167,878,-217,3906,-28000,6286,walking
107504,143,832,-290,-13061,-16403,17089,walking
107524,119,804,-318,-30639,-5783,15563,walking
107544,73,828,-295,30014,24429,-23681,walking
107564,-82,816,-255,24338,-29022,17929,walking
107584,-160,890,-306,12985,31631,9628,walking
107604,-87,1232,-472,26840,21194,26230,walking
107624,-138,1265,-549,-24658,14847,7751,walking
107644,-147,1142,-491,-17761,5081,-28427,walking
107664,-227,953,-230,-21850,7767,25878,walking
107684,-296,843,-127,-20202,27969,1708,walking
107704,-391,848,-25,-3662,18936,31235,walking
107724,-356,968,-37,-1342,-21896,19150,walking
107744,-223,1154,-51,-5493,24597,-29479,walking
107764,-118,1163,-114,-14221,26977,-28503,walking
107784,-25,1211,-174,-15686,-32639,-24414,walking
107804,8,1201,-234,4516,-27390,-20141,walking
107824,36,1114,-283,15686,-18539,-17089,walking
107844,33,943,-250,18737,-11459,3173,walking
107864,87,709,-186,18920,-9628,15991,walking
107884,99,617,-258,3662,-3281,8056,walking
107904,125,658,-264,-12390,2335,4638,walking
107924,126,768,-319,6774,-32440,-183,walking
107944,78,939,-339,10314,-20172,-6896,walking
107964,-11,952,-450,11230,-10406,-4089,walking
107984,-101,838,-472,11474,397,-9887,walking
108004,-160,812,-466,2563,16327,-27404,walking
108024,-196,941,-279,-13793,19013,25497,walking
108044,-219,1065,-114,-26123,3510,25558,walking
108064,-202,1232,-37,-30212,-24261,28488,walking
108084,-177,1285,57,-13549,18265,27756,walking
108104,-187,1254,30,3051,1236,-17395,walking
108124,-112,1153,132,1159,-25009,4394,walking
108144,-28,1096,43,4272,20385,16113,walking
108164,39,1075,-81,-3051,12878,21972,walking
108184,83,1024,-171,2441,13122,19958,walking
108204,83,952,-237,2563,20446,11291,walking
108224,71,865,-228,-1403,23132,5126,walking
108244,75,790,-201,-9704,25573,-1098,walking
108264,50,749,-134,-20690,-28793,-9033,walking
108284,34,775,-90,-23803,-26535,-23986,walking
108304,-44,897,-101,-21179,30761,-27954,walking
108324,-65,987,-116,-16113,19958,-25085,walking
108344,-46,1017,-127,-8850,8728,-13610,walking
108364,-56,971,-142,2624,-6652,610,walking
108384,-86,908,-214,17211,-22216,8972,walking
108404,-121,785,-284,26428,-30944,15747,walking
108424,-96,603,-234,21911,29648,17150,walking
108444,-94,540,-263,13244,17685,9521,walking
108464,-96,642,-316,12817,6821,-5493,walking
108484,-125,878,-309,27343,-381,-7751,walking
108504,-250,1287,-184,-2792,8835,-8605,walking
108524,-390,1608,-72,25406,4990,-28015,walking
108544,-403,1951,-130,-15305,8652,-21850,walking
108564,-445,1705,-57,17761,1694,16723,walking
108584,-363,1381,-191,3051,6027,-29221,walking
108604,-293,984,-243,-2258,15060,-24582,walking
108624,-244,667,-252,-15747,30014,32287,walking
108644,-222,521,-226,-31616,-31494,15380,walking
108664,-204,523,-233,-31494,-25512,-8300,walking
108684,-161,615,-168,-27893,-24353,-13305,walking
108704,-135,736,-110,-18127,-26977,-18493,walking
108724,-128,878,-101,7934,31723,-22399,walking
108744,-143,965,-178,30944,22934,-20019,walking
108764,-163,948,-275,-10666,19333,-17883,walking
108784,-148,991,-289,-2792,26779,-11962,walking
108804,-118,993,-242,-8041,29648,3540,walking
108824,-134,1004,-213,-23239,30991,16845,walking
108844,-161,918,-212,-20004,24216,-27023,walking
108864,-177,667,-194,-17014,20737,-25742,walking
108884,-140,553,-124,28930,23178,26489,walking
108904,-135,602,-31,-1586,25131,6652,walking
108924,-102,776,-49,-31127,20187,-9460,walking
108944,-172,857,-210,16953,11887,-8483,walking
108964,-179,940,-269,13351,13168,-15747,walking
108984,-69,1243,-187,9079,19882,31845,walking
109004,-20,1792,-160,12009,15427,30807,walking
109024,-35,2005,-179,-18859,412,31967,walking
109044,-157,1864,-328,12695,4379,-1770,walking
109064,-157,1388,-348,5065,6821,23681,walking
109084,-91,1162,-344,3479,22995,29907,walking
109104,-62,1019,-351,-122,-27221,17883,walking
109124,-38,1009,-377,-15563,-20385,7019,walking
109144,-19,1083,-360,-26916,-6896,-6408,walking
109164,-5,1176,-320,-22888,3051,-11230,walking
109184,13,1222,-235,-4577,6530,-14221,walking
109204,29,1100,-170,22460,6713,-11840,walking
109224,-2,878,-182,19592,11779,16113,walking
109244,4,618,-167,-8666,13610,24597,walking
109264,-16,573,-207,-17272,6835,-31967,walking
109284,2,611,-246,-16723,6896,-29892,walking
109304,17,642,-205,-9338,15380,30517,walking
109324,-13,634,-205,1098,21850,19470,walking
109344,-52,648,-258,8361,-30991,-4333,walking
109364,-136,690,-370,-5981,-13351,-7385,walking
109384,-160,638,-364,-22583,5386,8911,walking
109404,-163,506,-304,-32531,10086,26489,walking
109424,-209,414,-248,-30273,-8286,17578,walking
109444,-290,472,-263,-23742,-15915,8666,walking
109464,-326,574,-106,549,-24094,-14587,walking
109484,-321,811,108,-24399,26123,26962,walking
109504,-350,1240,127,10025,2746,-4532,walking
109524,-399,1804,254,29922,-19775,-1297,walking
109544,-405,1969,261,19669,14755,-30517,walking
109564,-510,1775,-129,-5966,-11612,1647,walking
109584,-530,1529,-452,-25436,-2884,19836,walking
109604,-472,1469,-491,-21484,-30212,-9643,walking
109624,-443,1569,-318,1816,-19836,-21301,walking
109644,-421,1445,-249,-12466,-22460,-4882,walking
109664,-378,1215,-230,-9964,-23315,14953,walking
109684,-345,956,-208,-8987,-25573,-28854,walking
109704,-285,695,-203,11398,-29846,-16953,walking
109724,-213,531,-215,28427,-26977,-20370,walking
109744,-166,478,-182,28976,-14953,-27878,walking
109764,-139,420,-162,-28076,-5493,-30930,walking
109784,-70,417,-91,-15991,13366,21423,walking
109804,-77,473,33,7080,9887,7263,walking
109824,-96,772,-14,23803,9338,-21667,walking
109844,-94,1041,75,30395,13732,25070,walking
109864,-193,1194,95,22888,10559,27695,walking
109884,-260,1161,83,4272,-3540,-31494,walking
109904,-306,1080,47,-7629,-4577,-12207,walking
109924,-345,944,17,-11352,-16479,20202,walking
109944,-312,890,21,-32348,-19836,-25925,walking
109964,-288,844,-64,-27282,-21667,-23361,walking
109984,-290,839,-205,-26977,30930,17761,walking
110004,-123,944,-357,-1586,31235,14587,walking
110024,110,972,-215,30822,-28442,3417,walking
110044,255,1026,-116,-28671,-27709,-4333,walking
110064,240,1053,-136,-29404,-31860,-13488,walking
110084,123,1095,-225,28625,-20935,-21362,walking
110104,22,1090,-218,24658,4516,-21911,walking
110124,-30,1165,-105,4455,27709,-23803,walking
110144,-54,1249,-14,-5249,27099,-16967,walking
110164,-34,1322,-65,-32165,21301,16113,walking
110184,-20,1175,-183,-32592,25268,17517,walking
110204,-17,1054,-213,-31311,-30685,14526,walking
110224,-2,960,-212,-26428,-25436,7629,walking
110244,31,902,-176,-26062,-15793,3479,walking
110264,3,898,-72,-24963,-26108,-3479,walking
110284,31,924,-130,-22949,-14816,732,walking
110304,-12,903,-70,-18188,-14755,-3295,walking
110324,25,926,-85,-26184,-12924,-61,walking
110344,-15,817,14,-25756,-18051,3784,walking
110364,38,806,-59,16647,-20004,15686,walking
110384,-2,748,-128,29770,-32028,27221,walking
110404,27,742,-211,-7568,30517,31555,walking
110424,28,708,-175,15197,-29831,22705,walking
110444,57,745,-114,23071,-30441,3967,walking
110464,57,851,-114,30395,28625,-19531,walking
110484,40,1106,-131,-25558,28625,28671,walking
110504,0,1320,-21,-10849,-31967,27145,walking
110524,-122,1439,41,5508,20629,32394,walking
110544,-189,1466,-204,-11642,-4516,-21301,walking
110564,-165,1436,-231,17883,5798,-15930,walking
110584,-143,1302,-233,-15014,14587,-4882,walking
110604,-157,1186,-244,29404,17272,7141,walking
110624,-154,1007,-189,16342,25939,26367,walking
110644,-156,826,-136,20676,27343,31311,walking
110664,-179,688,-123,29770,28625,-31784,walking
110684,-202,593,-119,-28686,30273,26550,walking
110704,-222,580,-141,-18798,32165,8911,walking
110724,-247,592,-134,-22583,-26657,-2929,walking
110744,-274,652,-113,-26123,-28366,-4516,walking
110764,-299,738,-115,-23498,-32455,-12084,walking
110784,-294,882,-65,1220,29418,-27465,walking
110804,-303,1057,-25,24475,20690,28000,walking
110824,-327,1239,53,-26047,14221,29953,walking
110844,-361,1369,171,-10300,6835,-18920,walking
110864,-467,1453,273,-12192,-20751,-16662,walking
110884,-563,1650,118,1159,27206,-18981,walking
110904,-619,1786,-70,10666,14816,6408,walking
110924,-558,1528,-50,20965,23911,20385,walking
110944,-349,1275,2,6683,23422,21606,walking
110964,-198,1009,33,9124,24765,25390,walking
110984,-119,701,23,-17227,18051,-25009,walking
111004,-44,422,-100,25986,13962,6668,walking
111024,-48,257,-130,19516,26596,-16021,walking
111044,-15,-34,-136,23483,-26794,1008,walking
111064,63,-27,-90,-7324,29953,3128,walking
111084,186,77,17,-32684,-27404,-21667,walking
111104,-38,409,-110,18204,-15930,11138,walking
111124,13,1377,-290,25223,15075,16860,walking
111144,-11,2034,-124,-14068,-3220,-16404,walking
111164,-202,2087,158,-10040,-15854,-26871,walking
111184,-358,1491,346,-10483,16357,-3967,walking
111204,-520,868,267,8361,-7385,-23361,walking
111224,-656,449,257,-6896,-16601,-16342,walking
111244,-647,397,230,11169,-16357,6225,walking
111264,-561,781,145,-24521,-28259,29221,walking
111284,-530,1277,6,-3112,23056,-32531,walking
111304,-404,1704,-121,-20629,20187,-20874,walking
111324,-281,1688,-90,-18615,19211,-7385,walking
111344,-242,1434,-45,1770,22141,17456,walking
111364,-221,992,-81,3234,26291,-17990,walking
111384,-219,549,-85,-183,-24047,-5234,walking
111404,-182,208,-83,-6286,-13793,-8408,walking
111424,-153,87,-110,-24047,-4760,-17929,walking
111444,-128,224,-172,25925,4150,29663,walking
111464,-65,495,-252,20493,30212,-6286,walking
111484,-68,701,-251,6652,-27512,-427,walking
111504,34,1495,-270,1953,-19943,-27526,walking
111524,4,1739,-115,26733,-11215,31601,walking
111544,-3,1683,265,915,-10300,6896,walking
111564,0,1350,365,-28381,16906,-11215,walking
111584,-46,1005,151,-21057,6469,-9140,walking
111604,-86,865,20,19409,17883,3479,walking
111624,-77,1029,-8,14221,23254,21835,walking
111644,-19,1284,30,27695,13305,21286,walking
111664,30,1448,63,-28747,10681,-6042,walking
111684,85,1360,115,-12756,-3784,7019,walking
111704,98,1192,35,3234,-5126,21667,walking
111724,72,982,-66,10437,-5432,-30746,walking
111744,61,741,-117,14221,-1281,-22629,walking
111764,70,548,-157,16296,10681,-15060,walking
111784,66,422,-153,61,-30441,-11765,walking
111804,88,441,-111,-4272,-31235,25329,walking
111824,105,635,-71,5615,-8591,-427,walking
111844,99,825,-29,30029,-20370,-22338,walking
111864,113,969,-63,-12619,-27451,-20751,walking
111884,96,989,-149,-16281,-24765,-16357,walking
111904,87,964,-123,-26352,-17258,-8850,walking
111924,87,988,-61,11962,-14694,-10375,walking
111944,44,1047,43,5310,-16647,-16784,walking
111964,-36,1176,66,18371,-22812,-28259,walking
111984,-143,1331,44,30151,21850,28671,walking
112004,-181,1503,-52,-32761,-488,26108,walking
112024,-176,1583,-125,5920,-8422,-29113,walking
112044,-146,1497,-259,14023,-10314,-488,walking
112064,-119,1175,-293,-18753,-2502,23437,walking
112084,-122,957,-234,-27908,-2197,-18906,walking
112104,-81,726,-67,24078,976,4532,walking
112124,-47,543,17,-17288,-2563,17044,walking
112144,-25,426,-57,-6485,-8483,13687,walking
112164,-17,370,-123,23239,-1586,-9689,walking
112184,0,438,-130,-11535,9643,12390,walking
112204,-35,609,-81,31066,15991,-31311,walking
112224,-89,932,-73,-7919,23498,-9171,walking
112244,-293,1355,59,-2975,31677,-8011,walking
112264,-450,1537,143,-2426,30334,30441,walking
112284,-518,1480,268,-19821,15380,-5310,walking
112304,-590,1364,180,-28366,-21423,1342,walking
112324,-585,1250,35,25695,29465,-3601,walking
112344,-523,1195,33,7690,-31799,-2685,walking
112364,-444,1090,28,-12084,25925,4333,walking
112384,-402,973,-1,29465,22202,17639,walking
112404,-338,839,-5,20798,20798,-29465,walking
112424,-228,655,-12,-31494,14572,32409,walking
112444,-73,589,-109,-17028,17380,25207,walking
112464,-31,555,-197,-122,22079,13122,walking
112484,-25,581,-170,11230,27451,-2868,walking
112504,0,716,-101,25146,-31555,-23071,walking
112524,-19,918,45,-31479,-20751,28915,walking
112544,-63,1207,118,-24277,-27893,10117,walking
112564,-149,1435,38,-11581,26962,656,walking
112584,-185,1590,-29,-17197,31906,12375,walking
112604,-173,1586,-10,24719,-13183,-15625,walking
112624,-258,1346,42,13000,-9704,5493,walking
112644,-340,1107,48,4882,-13000,25634,walking
112664,-375,902,16,-3601,-14282,32653,walking
112684,-349,702,25,4272,-13854,28808,walking
112704,-300,614,32,14770,-15991,18920,walking
112724,-275,595,23,15197,-21789,15319,walking
112744,-276,641,-25,-28061,-26367,14709,walking
112764,-271,742,-179,7339,-28930,-9948,walking
112784,-207,818,-313,-19882,15075,-3738,walking
112804,-201,939,-420,-21896,-31906,-10757,walking
112824,-233,1011,-409,16662,-18417,25436,walking
112844,-243,988,-291,-14038,-22629,-7263,walking
112864,-233,877,-173,-28808,-22324,8178,walking
112884,-222,779,-215,-23620,30029,12634,walking
112904,-147,786,-304,-6774,19348,3112,walking
112924,-24,988,-226,25878,15380,-18676,walking
112944,68,1299,-216,-3159,-3723,-28137,walking
112964,142,1599,-258,-900,-14282,3723,walking
112984,152,1630,-123,-3342,-3051,-25497,walking
113004,31,1316,-115,-7797,-793,1907,walking
113024,6,1034,-153,-10178,-2685,-13107,walking
113044,53,876,-226,-28732,8178,-29770,walking
113064,89,796,-220,854,19165,8789,walking
113084,140,764,-301,-24658,20996,-2685,walking
113104,78,786,-269,26474,-27267,-2441,walking
113124,5,775,-181,4868,-15671,3784,walking
113144,-48,794,-102,21286,-25314,-5920,walking
113164,-52,855,-80,-20507,26672,-17639,walking
113184,-68,955,-128,-13488,14465,-21606,walking
113204,-58,1011,-130,-7263,10253,-20446,walking
113224,-60,1063,-161,-6530,6774,-22827,walking
113244,-57,1052,-253,-15258,7202,-17150,walking
113264,-62,983,-280,-12207,10009,-4760,walking
113284,-31,857,-239,-21362,9582,10131,walking
113304,-26,688,-213,-22949,8239,20202,walking
113324,-21,503,-215,32150,6530,32165,walking
113344,-52,351,-276,28305,2075,28198,walking
113364,-70,423,-460,-30822,7690,2014,walking
113384,-49,685,-470,-29174,19531,-26672,walking
113404,-39,1167,-416,-4333,25024,13412,walking
113424,-93,1603,-301,-20920,23559,-2945,walking
113444,-286,1944,-237,11978,25207,-2945,walking
113464,-502,1993,-215,198,19042,5173,walking
113484,-566,1768,-153,-25620,18859,-12023,walking
113504,-590,1359,-24,7446,15258,26184,walking
113524,-541,1004,2,-31616,2624,-28183,walking
113544,-457,823,-84,9567,-13305,13977,walking
113564,-256,908,-172,17685,-20935,-2197,walking
113584,-138,971,-215,32150,-24963,-7202,walking
113604,-69,973,-218,-17456,-25756,-5859,walking
113624,-30,944,-147,5065,-26672,-6347,walking
113644,-45,794,-96,21850,-26123,3601,walking
113664,-80,619,-75,23742,-21118,16906,walking
113684,-104,487,-34,6103,-14343,25878,walking
113704,-94,503,19,7019,-15380,17944,walking
113724,-82,716,0,20141,-31372,10559,walking
113744,-78,1012,-165,-25742,-32714,18432,walking
113764,-121,981,-247,-17868,-29663,20874,walking
113784,-128,1010,-351,-31723,-26794,13366,walking
113804,-75,1063,-457,-10620,-14770,8850,walking
113824,-91,954,-423,9872,4760,17456,walking
113844,-67,776,-375,-1297,13916,-32516,walking
113864,-27,559,-307,12192,14099,-24460,walking
113884,0,525,-260,-28625,13793,24291,walking
113904,6,761,-204,8789,14221,19577,walking
113924,18,1447,-127,-10788,20446,5600,walking
113944,-148,1744,-74,-19455,2685,24826,walking
113964,-190,1793,-106,-23300,-8911,7812,walking
113984,-190,1617,-74,-13901,-20263,-23483,walking
114004,-94,1410,-98,-31052,-22827,-21286,walking
114024,-24,1168,-248,2197,-24108,31250,walking
114044,2,860,-335,-15625,27145,18310,walking
114064,60,697,-547,-25207,-5798,19042,walking
114084,58,583,-425,-30578,31921,9155,walking
114104,52,595,-255,19150,13321,-9399,walking
114124,-20,778,-105,17502,27054,-16052,walking
114144,-59,890,-52,-24658,29800,-23559,walking
114164,-112,902,-20,-30090,8133,-12023,walking
114184,-47,847,-47,25253,-18295,-1831,walking
114204,-1,829,-85,25131,-28976,0,walking
114224,58,854,-150,-28076,21545,-3112,walking
114244,106,958,-247,-5920,12329,-4272,walking
114264,145,1034,-277,17150,8789,-1831,walking
114284,132,981,-245,25146,18615,8728,walking
114304,26,782,-143,15319,21484,17639,walking
114324,-33,653,-122,-5554,19775,20141,walking
114344,-85,566,-132,-13061,18859,12939,walking
114364,-118,677,-165,-9643,16723,-3601,walking
114384,-165,1013,-226,-14160,15319,-18554,walking
114404,-221,1216,-206,-8544,24353,-22277,walking
114424,-344,1399,-268,-25573,-28915,-13244,walking
114444,-529,1467,-145,9018,29602,-11230,walking
114464,-653,1510,63,2502,-2441,-14831,walking
114484,-583,1383,156,32104,15182,-549,walking
114504,-481,1118,10,20385,168,5859,walking
114524,-392,947,-98,2258,2853,-4760,walking
114544,-319,942,-84,-10925,11093,-18005,walking
114564,-236,976,-37,-13916,2792,-19409,walking
114584,-173,1035,-81,-17395,-10880,-9521,walking
114604,-131,1004,-108,-7690,-17715,6652,walking
114624,-96,901,-85,13610,-19669,17089,walking
114644,-72,785,-39,27587,-19119,23071,walking
114664,-76,711,-50,-21957,-17105,23986,walking
114684,-82,662,-113,-17136,-7645,12634,walking
114704,-105,711,-196,-28305,12314,-3662,walking
114724,-173,768,-209,31799,-30639,-17517,walking
114744,-210,910,-118,32714,-13549,29953,walking
114764,-272,1071,-38,32348,-13488,20004,walking
114784,-287,1182,-51,-15976,-18920,19821,walking
114804,-361,1212,-151,12283,-19592,24704,walking
114824,-376,1163,-346,-13107,28854,-19348,walking
114844,-364,995,-430,-3234,24765,30334,walking
114864,-293,787,-370,20737,-32714,-17380,walking
114884,-209,699,-360,22568,29160,-21896,walking
114904,-124,665,-333,-26733,27206,-22690,walking
114924,-41,646,-266,-7690,25620,-21713,walking
114944,19,660,-161,12329,19638,26184,walking
114964,32,813,-124,-18478,15366,-6774,walking
114984,19,1166,-122,24002,14694,-24536,walking
115004,21,1537,-207,-20111,6332,-15808,walking
115024,21,1709,-235,17654,7553,21728,walking
115044,19,1674,-338,-29831,20737,565,walking
115064,23,1153,-254,26062,21652,-4318,walking
115084,71,856,-314,17700,-26489,-26413,walking
115104,106,695,-380,7202,9826,7141,walking
115124,83,628,-341,-25268,-31296,-11108,walking
115144,43,705,-250,11337,-17380,-25695,walking
115164,17,851,-187,5600,-28427,-30944,walking
115184,-7,980,-131,21469,-30991,31235,walking
115204,-9,1020,-129,-22277,26428,28732,walking
115224,5,998,-189,-9582,29663,30930,walking
115244,26,827,-251,-11779,31372,-26306,walking
115264,28,772,-274,-23315,-27878,-22949,walking
115284,16,755,-282,28976,-23422,-20080,walking
115304,-11,735,-253,26657,-18661,-19897,walking
115324,-35,722,-283,-30639,-16098,-25329,walking
115344,-82,679,-342,-29968,-11093,-28930,walking
115364,-139,746,-380,-25939,-7248,-32714,walking
115384,-166,883,-371,22629,-5966,-30090,walking
115404,-179,1032,-278,27573,-9262,22202,walking
115424,-276,1333,-233,-3845,-20248,28976,walking
115444,-351,1372,-262,27893,-21408,30624,walking
115464,-437,1292,-330,-18600,-8530,32639,walking
115484,-485,1190,-345,30090,137,-6774,walking
115504,-464,1018,-246,122,2335,793,walking
115524,-445,927,-197,-9155,-2426,-976,walking
115544,-408,947,-231,-12207,-17075,-10070,walking
115564,-356,1013,-270,-20629,-29160,-11352,walking
115584,-304,1042,-287,-17395,26123,-7812,walking
115604,-253,1034,-298,-6835,19287,2136,walking
115624,-225,926,-245,-183,18615,4760,walking
115644,-206,871,-237,732,18676,2929,walking
115664,-232,832,-252,-7873,16967,2502,walking
115684,-239,775,-261,-14404,18432,3967,walking
115704,-244,755,-254,-22094,18249,4089,walking
115724,-240,767,-212,-25573,15258,3479,walking
115744,-235,809,-192,-16418,8239,6164,walking
115764,-211,863,-215,-4821,854,6042,walking
115784,-200,895,-275,-2624,-5371,7263,walking
115804,-185,851,-330,-3723,-5126,10437,walking
115824,-179,823,-347,-1892,-5432,12145,walking
115844,-174,841,-359,-366,-4028,8789,walking
115864,-176,911,-358,3601,-2929,4272,walking
115884,-171,981,-336,4943,-3784,5432,walking
115904,-179,1021,-301,14404,-9277,10192,walking
115924,-148,1055,-282,30273,-17150,15563,walking
115944,-117,1055,-282,-25681,-21057,23559,walking
115964,-109,993,-267,-13657,-19348,31250,walking
115984,-116,984,-202,-12253,-6469,26428,walking
116004,-127,1088,-164,-19760,-5554,15197,walking
116024,-138,1191,-164,-28671,-7568,16662,walking
116044,-159,1153,-182,23925,-8056,20751,walking
116064,-176,1081,-125,1525,-5554,-20065,walking
116084,-144,921,-102,-10253,-12939,32165,walking
116104,-147,886,-82,-12573,-12390,16296,walking
116124,-138,858,-105,-9948,-21240,17944,walking
116144,-107,825,-157,-4516,-26062,9887,walking
116164,-96,871,-235,3784,-25024,-16052,walking
116184,-76,955,-321,-3723,-24353,-21484,walking
116204,-85,960,-318,-8666,-19531,-19714,walking
116224,-95,972,-266,-7995,-13000,-15808,walking
116244,-111,1009,-174,244,-9765,-11535,walking
116264,-139,1044,-120,12695,-12756,-4638,walking
116284,-160,1037,-113,19226,-16601,3662,walking
116304,-155,993,-124,16906,-21850,7507,walking
116324,-145,980,-153,9582,-25512,4821,walking
116344,-145,989,-155,-7080,-29785,-122,walking
116364,-147,942,-141,-18432,28976,-1159,walking
116384,-141,893,-206,-22094,22141,-3173,walking
116404,-119,904,-300,-25329,16586,-6713,walking
116424,-72,979,-372,32150,14084,-8789,walking
116444,-28,1004,-395,26718,14633,-5493,walking
116464,-29,990,-403,-29174,17014,-671,walking
116484,-44,990,-347,-13854,26535,5371,walking
116504,-135,942,-296,2685,-26733,8850,walking
116524,-216,831,-256,9643,-11901,9643,walking
116544,-264,819,-127,8422,4760,-488,walking
116564,-340,907,-45,366,-2502,-6652,walking
116584,-355,1000,-89,3662,-12207,-10803,walking
116604,-359,1094,-177,10925,-19409,-11901,walking
116624,-346,1182,-217,16540,-22521,-7568,walking
116644,-307,1236,-250,18127,-26733,183,walking
116664,-279,1174,-267,14709,-26550,9216,walking
116684,-250,1026,-271,10803,-20019,13305,walking
116704,-233,874,-249,7080,-10925,16235,walking
116724,-218,767,-196,3967,-1831,12756,walking
116744,-198,709,-150,-6652,-3173,6042,walking
116764,-191,748,-159,-12084,-4638,-1708,walking
116784,-187,806,-174,-7141,-2441,-8544,walking
116804,-195,896,-196,1159,3906,-17028,walking
116824,-198,1014,-202,7934,12817,-21545,walking
116844,-204,1109,-197,14465,18981,-16113,walking
116864,-218,1107,-188,13305,18859,-6835,walking
116884,-221,1054,-211,6164,21972,4760,walking
116904,-218,936,-238,-1464,-19821,14892,walking
116924,-229,776,-236,-23620,-19089,11962,walking
116944,-228,733,-259,26779,-15671,4333,walking
116964,-188,736,-380,17075,-17563,-6958,walking
116984,-125,802,-526,8530,-15671,-18127,walking
117004,-49,890,-550,10117,-10117,-22705,walking
117024,0,1010,-450,32211,-5783,-23376,walking
117044,52,1161,-330,488,-13535,-18249,walking
117064,45,1245,-264,-24216,-25253,1037,walking
117084,-20,1210,-223,2701,-25681,17272,walking
117104,-97,1093,-181,-5173,-6454,-27512,walking
117124,-188,954,-93,-22202,4654,-31174,walking
117144,-199,998,-13,31433,-9140,21301,walking
117164,-147,1095,-135,11840,-10239,9216,walking
117184,-99,1133,-306,-25146,-14084,13244,walking
117204,-51,1046,-366,11398,-19760,11840,walking
117224,-24,958,-323,4013,-24887,2624,walking
117244,-28,877,-179,19699,-29648,-6591,walking
117264,-51,845,-92,-20935,27770,-8666,walking
117284,-68,864,-78,1342,9277,-12390,walking
117304,-57,926,-166,1892,8178,-12939,walking
117324,-31,924,-194,-3845,6286,-11779,walking
117344,-17,899,-199,-9277,2685,-10803,walking
117364,-3,906,-199,-7629,-1953,-10498,walking
117384,-4,925,-187,-2624,-10559,-9155,walking
117404,-7,954,-196,4882,-20263,-6408,walking
117424,-1,926,-219,13000,-28015,-854,walking
117444,25,884,-269,19348,31479,1770,walking
117464,61,837,-343,16723,27206,4333,walking
117484,79,795,-435,8666,27878,976,walking
117504,43,828,-472,1953,28976,-7324,walking
117524,-26,883,-534,7446,26840,-13366,walking
117544,-70,950,-583,27343,28488,-18859,walking
117564,-166,1039,-537,-15305,-25451,-24902,walking
117584,-313,1128,-361,-12802,-15014,-23559,walking
117604,-452,1135,-167,-21408,-19104,-10192,walking
117624,-495,1066,-74,-25009,28915,6530,walking
117644,-452,980,-104,-22446,2487,21362,walking
117664,-370,934,-203,25451,-12589,21667,walking
117684,-269,860,-290,19042,-14664,19287,walking
117704,-224,911,-355,17211,-8987,8544,walking
117724,-206,1070,-375,14465,-3555,610,walking
117744,-194,1192,-353,16174,-3860,8178,walking
117764,-194,1230,-390,22094,5234,4455,walking
117784,-248,1165,-350,19836,18173,13916,walking
117804,-300,984,-305,5004,27451,26428,walking
117824,-344,793,-238,-6164,-29052,30761,walking
117844,-376,672,-215,-21118,-25268,21301,walking
117864,-361,626,-214,-29846,-26123,6652,walking
117884,-325,690,-283,-24902,-27343,-4577,walking
117904,-296,769,-363,-24536,-24536,-8178,walking
117924,-286,818,-359,-26062,-19836,-7873,walking
117944,-278,871,-296,-19042,-15930,-10314,walking
117964,-287,945,-241,-5310,-16906,-9521,walking
117984,-281,1029,-230,3662,-20263,-2563,walking
118004,-274,1055,-213,2746,-22033,9643,walking
118024,-251,1026,-218,3967,-23925,22766,walking
118044,-227,980,-257,9521,-22949,-30258,walking
118064,-201,881,-307,8056,-21179,-28000,walking
118084,-178,795,-358,6408,-15991,-30746,walking
118104,-165,740,-423,-1220,-8666,26977,walking
118124,-166,741,-453,-10681,-549,15991,walking
118144,-182,790,-413,-12207,6286,183,walking
118164,-193,872,-355,-6042,7202,-11962,walking
118184,-178,988,-261,20629,3540,-18371,walking
118204,-155,1196,-165,-15121,-8728,-15563,walking
118224,-140,1365,-102,-4745,24765,31066,walking
118244,-139,1346,-198,4410,23483,-9811,walking
118264,-120,1207,-253,-1511,30258,-778,walking
118284,-66,999,-279,-21469,-28564,-14816,walking
118304,-13,906,-303,19836,-18005,30944,walking
118324,7,860,-274,-6408,-10253,17700,walking
118344,14,789,-261,-19287,-10009,488,walking
118364,-5,782,-282,-17089,-1647,-9948,walking
118384,-33,787,-265,-12878,8483,-10314,walking
118404,-41,806,-271,-12451,12268,-9887,walking
118424,-48,900,-301,-19592,17944,-23986,walking
118444,-92,981,-254,-22949,15930,-24291,walking
118464,-100,1025,-261,-17883,10498,-22705,walking
118484,-108,1013,-271,-15686,9643,-20202,walking
118504,-109,954,-273,-12451,9033,-12939,walking
118524,-88,886,-265,-9277,9338,-3662,walking
118544,-60,817,-264,-4455,9704,2929,walking
118564,-51,809,-287,2197,10681,-2014,walking
118584,-65,872,-280,10009,17028,-15014,walking
118604,-97,989,-190,10498,20202,-25512,walking
118624,-179,1152,-182,15686,14770,-18432,walking
118644,-215,1118,-173,10314,3479,-1892,walking
118664,-217,1001,-246,-1586,1464,1220,walking
118684,-213,872,-318,-18432,2624,3784,walking
118704,-174,797,-400,28976,4333,1342,walking
118724,-130,809,-470,17990,793,-8239,walking
118744,-100,895,-523,16525,-4028,-9277,walking
118764,-89,996,-529,22446,-3784,-9094,walking
118784,-104,1112,-462,-10620,11108,-24230,walking
118804,-206,1224,-335,23315,17089,-19287,walking
118824,-295,1098,-232,-23422,16418,2685,walking
118844,-345,956,-191,31433,9765,12268,walking
