ts,ax,ay,az,gx,gy,gz,label
118424,-48,900,-301,-19592,17944,-23986,walking
118444,-92,981,-254,-22949,15930,-24291,walking
118464,-100,1025,-261,-17883,10498,-22705,walking
118484,-108,1013,-271,-15686,9643,-20202,walking
118504,-109,954,-273,-12451,9033,-12939,walking
118524,-88,886,-265,-9277,9338,-3662,walking
118544,-60,817,-264,-4455,9704,2929,walking
118564,-51,809,-287,2197,10681,-2014,walking
118584,-65,872,-280,10009,17028,-15014,walking
118604,-97,989,-190,10498,20202,-25512,walking
118624,-179,1152,-182,15686,14770,-18432,walking
118644,-215,1118,-173,10314,3479,-1892,walking
118664,-217,1001,-246,-1586,1464,1220,walking
118684,-213,872,-318,-18432,2624,3784,walking
118704,-174,797,-400,28976,4333,1342,walking
118724,-130,809,-470,17990,793,-8239,walking
118744,-100,895,-523,16525,-4028,-9277,walking
118764,-89,996,-529,22446,-3784,-9094,walking
118784,-104,1112,-462,-10620,11108,-24230,walking
118804,-206,1224,-335,23315,17089,-19287,walking
118824,-295,1098,-232,-23422,16418,2685,walking
118844,-345,956,-191,31433,9765,12268,walking
118864,-349,913,-240,20507,4394,6347,walking
118884,-334,912,-297,12451,5554,-3112,walking
118904,-317,903,-324,-4638,8300,-7446,walking
118924,-293,867,-333,-17272,11047,-8666,walking
118944,-273,832,-315,-25695,8972,-9277,walking
118964,-256,801,-313,-28259,7873,-7324,walking
118984,-229,725,-239,-28137,15563,-4699,walking
119004,-186,725,-236,-29479,15014,-6774,walking
119024,-162,778,-295,31418,16784,-12207,walking
119044,-142,921,-322,28854,-31662,-21423,walking
119064,-103,1072,-300,31723,-21713,-22583,walking
119084,-131,1178,-231,-23315,-12924,-13183,walking
119104,-145,1196,-157,-9704,-19577,2563,walking
119124,-153,1135,-181,1892,-26840,20568,walking
119144,-152,1007,-258,-5004,-26596,-29099,walking
119164,-151,834,-335,-17456,-18784,-25436,walking
119184,-130,692,-424,-14404,-12192,31127,walking
119204,-103,666,-446,-13427,-839,19409,walking
119224,-68,685,-392,-15380,-4990,-3356,walking
119244,-22,823,-334,-6530,6119,-24658,walking
119264,-31,1056,-225,18249,-4562,-21362,walking
119284,-17,1232,-131,-23056,-30563,-488,walking
119304,0,1331,-164,1419,28076,12145,walking
119324,-33,1332,-163,-3464,-30197,-13107,walking
119344,-50,1161,-169,-30685,23132,-31601,walking
119364,-15,1112,-226,13671,15075,26489,walking
119384,26,1077,-275,-11230,10498,19470,walking
119404,48,979,-290,-28625,14099,15686,walking
119424,60,807,-283,-31982,19348,6164,walking
119444,57,677,-290,-28991,23681,-2990,walking
119464,54,658,-296,-32470,-30807,-15380,walking
119484,55,744,-270,-25512,-20920,-28930,walking
119504,46,842,-248,-24841,-18906,-32531,walking
119524,37,943,-242,-25939,-22018,31784,walking
119544,31,978,-272,-23315,-26474,29404,walking
119564,20,992,-266,-21972,-28305,26535,walking
119584,14,971,-245,-23803,-32700,23422,walking
119604,25,963,-269,32272,24475,24155,walking
119624,17,937,-307,31784,25024,32455,walking
119644,-13,872,-274,-30578,-31235,-22094,walking
119664,-59,787,-247,-28991,-32700,-12634,walking
119684,-102,727,-241,31113,26916,-8178,walking
119704,-145,719,-256,32639,20202,-13610,walking
119724,-162,785,-294,-30700,9765,29587,walking
119744,-119,1048,-314,-29785,6225,11703,walking
119764,-77,1324,-271,-9216,-6835,1816,walking
119784,-97,1500,-283,29479,-16296,18295,walking
119804,-198,1489,-288,-11703,-5981,-12023,walking
119824,-333,1268,-175,-4684,7873,20507,walking
119844,-427,978,-15,-29587,17333,-24704,walking
119864,-495,677,103,-6774,183,-28488,walking
119884,-474,649,124,32700,-24902,7690,walking
119904,-471,757,25,-23315,13412,-19104,walking
119924,-432,1001,-81,-7873,412,-17211,walking
119944,-389,1124,-112,22155,-23331,-2197,walking
119964,-331,1212,-174,320,19561,11657,walking
119984,-296,1264,-216,12650,10650,18188,walking
120004,-244,1239,-247,992,21759,19348,walking
120024,-244,1096,-269,-18906,-20340,23437,walking
120044,-270,831,-218,31555,2365,-30624,walking
120064,-285,586,-184,1708,9750,-22263,walking
120084,-265,500,-177,-22949,14206,31738,walking
120104,-233,583,-143,-30334,19150,5615,walking
120124,-192,843,-169,-15869,15976,-6225,walking
120144,-175,987,-204,5615,15305,-12939,walking
120164,-181,1123,-214,24475,14938,-17089,walking
120184,-195,1201,-209,-30746,17502,-12207,walking
120204,-222,1187,-188,25268,23300,6591,walking
120224,-242,1078,-138,19592,26596,24230,walking
120244,-238,1013,-112,14526,30441,32531,walking
120264,-222,975,-122,13977,31845,-29465,walking
120284,-230,911,-192,12451,-31066,-26352,walking
120304,-202,797,-315,-61,-20141,-28122,walking
120324,-155,783,-314,-10681,-2441,17639,walking
120344,-164,893,-274,-13671,6286,-16845,walking
120364,-187,1024,-291,-7385,14953,30136,walking
120384,-219,1113,-253,-2990,12817,-32348,walking
120404,-210,1161,-239,-6225,6286,-18371,walking
120424,-204,1088,-184,-13549,-2136,5126,walking
120444,-167,953,-137,-10498,-12634,22705,walking
120464,-131,842,-150,-15563,-1159,-31906,walking
120484,-105,770,-196,-4760,-8117,28076,walking
120504,-78,829,-167,-1892,-427,14526,walking
120524,-76,918,-193,4211,-61,2258,walking
120544,-73,952,-232,732,915,-5310,walking
120564,-70,973,-244,-8117,5859,-9155,walking
120584,-95,975,-199,-2929,9948,-10803,walking
120604,-140,987,-139,6591,6469,-10070,walking
120624,-180,993,-100,16540,488,-8178,walking
120644,-206,1016,-101,18127,-5981,-4028,walking
120664,-210,1031,-114,17028,-14160,3234,walking
120684,-180,1022,-162,12329,-20812,7141,walking
120704,-140,1010,-214,6347,-23376,8361,walking
120724,-99,973,-241,2868,-21179,8544,walking
120744,-69,956,-243,549,-16296,6591,walking
120764,-62,945,-217,2258,-11474,3601,walking
120784,-70,947,-189,6835,-8056,732,walking
120804,-87,959,-175,8300,-4028,-1708,walking
120824,-107,972,-184,11169,-2380,-3234,walking
120844,-118,986,-199,11840,2624,-4089,walking
120864,-143,1013,-218,2197,5493,-4089,walking
120884,-149,1005,-223,-9643,5126,-976,walking
120904,-151,986,-223,-10498,5371,427,walking
120924,-156,959,-221,-9155,6164,1281,walking
120944,-160,935,-223,-5737,6896,1159,walking
120964,-164,915,-213,-1098,7568,-61,walking
120984,-166,925,-211,1647,7263,-2868,walking
121004,-160,962,-214,-1220,6530,-4333,walking
121024,-151,983,-206,0,4333,-2807,walking
121044,-147,999,-209,3112,3051,-1281,walking
121064,-146,981,-207,6225,2746,427,walking
121084,-151,960,-211,6713,2868,1464,walking
121104,-151,953,-215,7141,3479,671,walking
121124,-156,955,-221,5981,3723,122,walking
121144,-156,969,-223,5310,3356,-1342,walking
200114,51,290,994,7995,4577,3601,lying
200134,63,320,976,19714,-3479,3540,lying
200154,96,384,952,7507,-2990,-1831,lying
200174,95,392,940,-4455,1953,-6958,lying
200194,59,399,929,854,-1342,-5920,lying
200214,48,401,928,2685,-3906,-854,lying
200234,69,388,936,2136,61,1159,lying
200254,73,379,932,4943,1281,2197,lying
200274,71,382,925,1525,2197,549,lying
200294,78,372,929,-3906,3112,-915,lying
200314,54,362,941,-3051,5187,-2563,lying
200334,31,368,929,5432,3906,-2929,lying
200354,-10,395,901,-427,5920,-7141,lying
200374,-11,374,902,-3845,5432,-4394,lying
200394,0,351,940,-427,2441,-1647,lying
200414,5,345,948,3051,244,-671,lying
200434,18,345,955,3479,-488,-1037,lying
200454,30,338,964,2380,-1220,-305,lying
200474,32,340,977,5798,-2258,1403,lying
200494,35,359,955,7385,-1464,2075,lying
200514,35,374,911,3906,0,1220,lying
200534,43,378,923,5187,-793,610,lying
200554,45,389,920,2929,-1892,-610,lying
200574,56,382,923,-1159,-1281,-2624,lying
200594,62,378,929,244,488,-1708,lying
200614,63,379,935,2197,1525,-488,lying
200634,54,388,912,3601,1037,1525,lying
200654,51,391,918,183,549,2258,lying
200674,40,386,923,-1403,1159,2075,lying
200694,36,395,928,244,-183,1098,lying
200714,28,398,915,-1464,-1708,305,lying
200734,31,391,926,-5249,-1098,-1037,lying
200754,27,375,927,-5920,-122,-1770,lying
200774,23,365,935,-4333,-2746,-1159,lying
200794,30,358,944,-5615,-2746,-915,lying
200814,29,351,956,-6286,-1647,-915,lying
200834,31,348,955,-2502,-2136,366,lying
200854,36,352,947,305,-2441,1586,lying
200874,40,363,938,427,-2746,2380,lying
200894,47,404,938,-488,-2502,1892,lying
200914,52,380,932,-1220,-732,671,lying
200934,49,378,932,-1892,-122,122,lying
200954,50,374,938,-244,-976,671,lying
200974,56,379,936,-549,61,244,lying
200994,51,375,924,-1770,1281,-244,lying
201014,47,372,924,-1953,-366,183,lying
201034,48,367,931,-2685,-1037,366,lying
201054,46,360,939,-3601,-183,61,lying
201074,39,354,938,-3845,-976,122,lying
201094,35,350,951,-3845,-1342,671,lying
201114,38,346,952,-305,-549,1281,lying
201134,38,351,944,1708,-1159,1708,lying
201154,38,356,950,-610,-1770,1770,lying
201174,40,360,959,-549,-2014,1464,lying
201194,46,370,947,366,-1342,976,lying
201214,46,376,948,-793,-610,488,lying
201234,43,369,938,1831,-1037,1098,lying
201254,52,381,926,-13061,-1708,427,lying
201274,57,379,909,-6958,-2075,-366,lying
201294,60,360,934,-6225,-3417,-488,lying
201314,62,344,944,-1892,-1831,122,lying
201334,55,345,942,732,-1159,366,lying
201354,58,343,948,-2929,-549,183,lying
201374,55,333,957,-2685,366,0,lying
201394,52,339,951,2075,0,488,lying
201414,49,354,944,915,244,244,lying
201434,39,361,947,-2441,1220,15380,lying
201454,36,359,955,2868,488,732,lying
201474,47,362,952,6408,732,915,lying
201494,43,363,942,5676,488,854,lying
201514,50,363,934,488,1037,-793,lying
201534,55,356,947,-1647,-488,-427,lying
201554,48,357,948,1403,305,-305,lying
201574,45,364,942,4333,1770,-61,lying
201594,39,371,934,5859,1525,244,lying
201614,43,378,927,6713,61,-1098,lying
201634,45,385,928,5859,-976,610,lying
201654,51,384,916,1342,2258,-2807,lying
201674,86,364,930,427,-488,-1464,lying
201694,70,362,942,976,-1037,-1220,lying
201714,71,357,948,-1708,1464,-1586,lying
201734,63,348,954,-2624,3051,-1647,lying
201754,59,342,955,976,2624,-488,lying
201774,50,356,936,3234,2197,-366,lying
201794,37,367,933,-549,3173,-610,lying
201814,20,365,940,-122,793,793,lying
201834,12,382,937,5126,-122,1525,lying
201854,24,394,935,6225,-793,2441,lying
201874,25,395,940,8666,-305,2136,lying
201894,50,395,923,10192,305,1037,lying
201914,68,397,899,6408,-1342,-671,lying
201934,54,384,912,-1281,-5126,-5065,lying
201954,53,375,940,-2685,-4638,-6347,lying
201974,59,370,939,-244,793,-1159,lying
201994,46,360,946,4699,1098,-1403,lying
202014,32,375,933,12268,488,-2685,lying
202034,41,396,908,10681,61,-4821,lying
202054,24,403,916,3967,-3662,-7812,lying
202074,54,401,906,7995,-5310,-1220,lying
202094,52,413,913,-1403,427,-2380,lying
202114,46,380,938,-3601,3112,793,lying
202134,35,375,958,3173,2685,2807,lying
202154,33,385,959,5737,3356,4333,lying
202174,31,400,945,9521,2075,3723,lying
202194,37,425,916,5737,-1342,427,lying
202214,49,432,908,-1098,-2502,-3112,lying
202234,38,420,913,1159,-6896,-9582,lying
202254,47,415,912,5004,-13244,-10925,lying
202274,41,409,927,2563,-14831,-8300,lying
202294,50,400,930,7141,-14648,-4821,lying
202314,61,414,914,11230,-13366,-4089,lying
202334,60,433,900,-4638,-11596,-6591,lying
202354,83,409,897,-16540,-7324,-3417,lying
202374,81,421,862,-3112,2746,-3479,lying
202394,46,402,932,-6042,427,61,lying
202414,51,400,926,1342,-1953,1220,lying
202434,58,403,940,1220,-2014,793,lying
202454,59,403,946,1037,-1037,549,lying
202474,62,406,935,1953,-305,-183,lying
202494,69,410,928,-3967,183,-1403,lying
202514,71,397,932,-9948,976,-3051,lying
202534,67,389,932,-10742,671,-3601,lying
202554,67,387,932,-8056,61,-3295,lying
202574,64,392,922,671,2136,-2563,lying
202594,49,410,884,2807,2990,-1342,lying
202614,41,409,880,-732,3112,-305,lying
202634,39,398,896,-4882,2075,-244,lying
202654,37,383,926,-8239,610,61,lying
202674,38,369,952,-5187,-1159,1892,lying
202694,42,365,963,4089,-3173,3784,lying
202714,46,383,951,11535,-4028,6469,lying
202734,56,407,928,11352,-4333,6835,lying
202754,66,423,910,0,-4272,4333,lying
202774,81,415,919,-6591,-2807,2685,lying
202794,86,400,935,-7568,-305,1708,lying
202814,85,389,937,-7385,2990,2075,lying
202834,78,377,943,-6835,6591,2502,lying
202854,76,378,941,-610,13610,2075,lying
202874,41,388,949,-6347,5859,3845,lying
202894,58,379,925,12207,-6469,4394,lying
202914,72,425,894,9216,-4150,2563,lying
202934,65,409,907,-3967,305,1220,lying
202954,57,390,922,-2929,-183,2441,lying
202974,50,390,913,-5737,-976,3662,lying
202994,51,381,934,-6225,-2136,6286,lying
203014,46,373,943,-2624,-61,8789,lying
203034,56,375,938,3295,1586,10070,lying
203054,48,387,935,3173,2258,8605,lying
203074,62,391,935,1159,1464,6469,lying
203094,65,389,936,-244,1037,3479,lying
203114,88,363,922,19897,-5126,5432,lying
203134,47,390,957,10131,-610,6896,lying
203154,87,395,920,4516,3051,5981,lying
203174,72,397,913,16418,-183,7934,lying
203194,80,432,920,7873,1525,5187,lying
203214,83,428,902,6591,2380,2685,lying
203234,83,430,903,6286,244,1220,lying
203254,87,435,898,732,1159,1037,lying
203274,92,416,914,-2563,2258,305,lying
203294,102,398,930,6774,732,1037,lying
203314,74,406,935,8666,5615,-793,lying
203334,57,408,943,2929,2380,671,lying
203354,37,407,907,10498,1708,3417,lying
203374,53,425,893,11901,1892,2563,lying
203394,61,434,891,5371,1403,2014,lying
203414,67,436,903,366,2075,-305,lying
203434,71,433,919,-1037,2807,-1708,lying
203454,69,427,927,-549,2685,-2319,lying
203474,60,422,915,2258,2075,-1525,lying
203494,50,425,881,9155,-1525,-610,lying
203514,38,435,906,4211,-1831,-122,lying
203534,57,455,918,4882,427,183,lying
203554,60,450,913,1037,1098,366,lying
203574,78,430,900,5065,122,915,lying
203594,80,445,897,9521,-1770,610,lying
203614,83,452,897,2807,-183,-244,lying
203634,83,441,907,-7324,1159,-2441,lying
203654,65,421,917,-610,122,-1831,lying
203674,62,429,913,2685,-610,-1342,lying
203694,62,432,906,4455,-244,-244,lying
203714,60,437,895,2136,122,488,lying
203734,64,440,892,1708,-427,793,lying
203754,65,439,902,4699,-549,1831,lying
203774,65,460,890,-7019,976,183,lying
203794,56,448,887,-1953,-732,0,lying
203814,54,441,895,2258,-3723,183,lying
203834,60,455,904,0,-3356,-366,lying
203854,61,450,908,-3479,-1220,-549,lying
203874,64,458,902,-10131,305,-1770,lying
203894,62,419,912,-10620,610,-854,lying
203914,59,415,912,1159,-2136,1159,lying
203934,66,428,900,7690,-3662,2136,lying
203954,72,446,898,5798,-3234,1159,lying
203974,74,433,908,5310,-2380,1159,lying
203994,74,459,917,-2990,-488,366,lying
204014,78,440,904,-12695,793,-1770,lying
204034,78,404,915,-4882,854,-183,lying
204054,68,427,916,-1708,610,1159,lying
204074,58,430,896,1647,-1831,61,lying
204094,70,435,889,6469,-4821,-732,lying
204114,75,449,914,1403,-3540,-1831,lying
204134,101,465,798,-24475,-7019,-2319,lying
204154,65,385,988,-17333,61,-2075,lying
204174,64,406,965,-2746,-3479,2136,lying
204194,68,460,905,-2075,-1770,-183,lying
204214,79,409,924,-9277,4150,-549,lying
204234,56,397,947,4760,3417,427,lying
204254,52,426,913,11718,-2319,2014,lying
204274,82,438,907,1953,732,0,lying
204294,80,423,930,-14465,3479,-1098,lying
204314,58,385,934,-7202,3234,-122,lying
204334,70,400,891,15380,-2868,2868,lying
204354,57,409,909,3051,-305,915,lying
204374,82,410,916,29418,-5432,5676,lying
204394,93,428,928,15258,1403,5249,lying
204414,47,510,936,27160,3112,7263,lying
204434,108,498,877,-10269,13671,-6225,lying
204454,37,397,893,4577,-3356,3845,lying
204474,92,456,902,-12634,-1159,732,lying
204494,57,402,936,-11596,4211,-1220,lying
204514,60,422,921,7080,-1342,-244,lying
204534,71,438,888,-915,2380,-2319,lying
204554,64,399,895,-5187,4760,-3845,lying
204574,67,388,920,3417,1708,-2929,lying
204594,72,399,934,6591,915,-2868,lying
204614,72,371,938,3356,3417,-3234,lying
204634,53,375,948,16723,-2136,1464,lying
204654,63,429,906,3540,3112,1098,lying
204674,47,414,933,1892,1831,244,lying
204694,4,427,967,-30685,-915,1892,lying
204714,78,505,886,-2853,-16113,5004,lying
204734,59,455,913,18676,-4821,-976,lying
204754,65,377,952,198,-21972,4089,lying
204774,119,510,797,20157,-18249,-2746,lying
204794,79,603,735,-29587,-2197,-3967,lying
204814,119,600,794,-27770,17456,-13793,lying
204834,71,516,866,6088,26367,-24475,lying
204854,28,456,899,-748,24475,-16967,lying
204874,27,432,910,595,13916,-9094,lying
204894,43,432,919,-26810,18676,-12390,lying
204914,2,395,947,-8682,18432,-14221,lying
204934,-40,399,957,15182,2746,-2746,lying
204954,-10,363,941,10117,-2441,19042,lying
204974,29,321,955,-31555,1098,11352,lying
204994,56,304,952,4333,-2197,7751,lying
205014,31,266,1093,-18066,11535,2746,lying
205034,25,267,1042,-21606,10986,-4882,lying
205054,73,379,894,-13488,7080,-2990,lying
205074,52,401,885,-11230,-1953,1525,lying
205094,41,388,930,11108,1831,-12390,lying
205114,41,332,936,-32761,-732,-24353,lying
205134,31,262,928,19836,4455,-25329,lying
205154,49,214,924,20812,4028,-16662,lying
205174,15,257,927,20507,1281,-12878,lying
205194,-25,329,925,26184,-3112,-1831,lying
205214,-52,388,918,9277,4638,-8911,lying
205234,-54,474,922,2258,8605,-10070,lying
205254,-50,465,939,5249,9643,-9094,lying
205274,-53,393,961,13244,7690,-11962,lying
205294,-57,326,972,21301,1708,-6713,lying
205314,-6,318,935,-23544,-7080,-2624,lying
205334,23,383,870,18127,-5126,-6896,lying
205354,0,420,920,-9948,-976,-9521,lying
205374,-1,394,960,-8728,-2929,-12512,lying
205394,7,354,941,-488,-2868,-9643,lying
205414,-6,394,903,7934,-2685,-11535,lying
205434,-21,435,921,27465,-5493,-6042,lying
205454,-15,443,934,22705,-2380,-915,lying
205474,-8,459,927,23132,-2990,-915,lying
205494,-11,432,893,9399,-1831,-3540,lying
205514,-24,402,905,-732,-305,-3601,lying
205534,-32,403,927,-3906,-4455,-6408,lying
205554,-24,449,912,-5798,-6347,-7629,lying
205574,-23,470,911,6835,-3479,-5249,lying
205594,-12,405,890,24780,-15808,6164,lying
205614,27,449,867,-16784,-3662,-1403,lying
205634,35,388,896,-13061,244,-1220,lying
205654,18,408,917,-5981,854,-2075,lying
205674,-2,454,949,-549,-2441,-2746,lying
205694,-7,427,946,2441,-2380,-1037,lying
205714,14,421,910,1892,1098,-2075,lying
205734,9,436,895,-1770,2685,-5737,lying
205754,-18,422,902,-6347,-2014,-11047,lying
205774,-41,436,917,2441,-3173,-8239,lying
205794,-41,432,903,-122,-1525,-915,lying
205814,-46,408,895,-5432,-7202,4638,lying
205834,-35,423,889,-7995,-9765,9399,lying
205854,-9,410,904,1586,-10803,7934,lying
205874,1,413,892,-5859,-6164,2197,lying
205894,-28,394,938,-13549,-10009,5798,lying
205914,-11,401,935,-14648,-13427,8117,lying
205934,-3,400,909,-17211,-14343,6774,lying
205954,6,387,903,-9460,-12023,5432,lying
205974,16,364,908,-8056,-8178,5615,lying
205994,29,356,917,-16235,-5004,7080,lying
206014,29,347,962,-15625,1037,8056,lying
206034,27,368,986,-4150,3356,10253,lying
206054,39,400,973,6835,6164,10620,lying
206074,57,450,990,2258,5004,7995,lying
206094,66,478,983,-122,4272,7202,lying
206114,30,476,931,5920,3540,5737,lying
206134,20,434,864,7080,427,671,lying
206154,16,397,909,8972,1770,-671,lying
206174,24,409,965,5004,2807,-488,lying
206194,45,401,1009,7385,2197,2441,lying
206214,54,384,999,-244,3356,2624,lying
206234,80,385,929,9582,5187,1525,lying
206254,68,410,865,3906,-2075,-1159,lying
206274,51,390,869,-6225,-3540,-6530,lying
206294,58,372,888,-1464,-3417,-7263,lying
206314,42,342,907,3112,-5004,1892,lying
206334,39,317,918,427,-5920,8117,lying
206354,66,311,916,-244,-4821,11718,lying
206374,75,327,908,-5432,-427,9155,lying
206394,94,332,937,-6530,3906,5920,lying
206414,131,359,994,1647,9399,6042,lying
206434,95,403,1016,11169,9033,7446,lying
206454,64,411,972,11840,15930,122,lying
206474,29,412,933,24841,18371,-5310,lying
206494,-11,436,907,19897,19470,-5554,lying
206514,-26,483,902,-11535,18432,-12939,lying
206534,-72,493,982,-17700,20935,-13854,lying
206554,-52,454,1014,-1892,13244,-6103,lying
206574,-23,428,963,22949,11169,-915,lying
206594,14,441,894,-24704,671,1220,lying
206614,12,442,870,14664,-11779,1159,lying
206634,28,493,798,11657,-7263,-915,lying
206654,58,523,944,793,-6042,-12512,lying
206674,30,608,844,-26000,-13671,-20324,lying
206694,-15,390,848,-7889,-10131,-28747,lying
206714,-3,160,902,-12878,-14709,-15075,lying
206734,-128,363,852,-21835,-10009,-2990,lying
206754,-104,502,829,-28000,-2319,-2319,lying
206774,-26,423,949,-8911,7507,-5249,lying
206794,-17,377,957,-9155,4760,-1098,lying
206814,-42,407,899,1098,1098,-549,lying
206834,-57,436,890,10253,122,-2868,lying
206854,-50,474,926,9155,-2014,-915,lying
206874,-12,501,974,-19897,-8850,6408,lying
206894,4,412,903,-20202,2380,671,lying
206914,4,409,923,-6286,-2014,732,lying
206934,19,434,960,-7507,-5981,2990,lying
206954,1,416,958,-7080,-3601,976,lying
206974,-7,399,943,3723,-2319,-1220,lying
206994,-10,419,903,8728,-4882,-1831,lying
207014,-9,432,894,-305,-7446,1464,lying
207034,0,428,870,5371,-7812,3479,lying
207054,31,415,877,-5187,-1647,-549,lying
207074,13,411,891,-10437,4333,-2380,lying
207094,5,386,919,1647,-4211,610,lying
207114,10,398,893,1464,-244,244,lying
207134,-8,396,892,-6225,976,-1464,lying
207154,-15,389,915,-9765,-1647,-1831,lying
207174,-18,394,939,-9521,-3295,-2563,lying
207194,-24,395,956,-7202,-4333,-2136,lying
207214,-28,397,953,-1708,-7141,183,lying
207234,-32,402,941,-1037,-9094,2014,lying
207254,-19,400,930,4028,-11474,4150,lying
207274,0,432,913,4150,-13366,5676,lying
207294,37,424,892,-8605,-6469,-2197,lying
207314,77,395,929,-9338,-9155,2563,lying
207334,60,391,928,-9338,-6652,183,lying
207354,68,385,947,-9826,-3295,-2380,lying
207374,55,380,948,-13061,915,-5004,lying
207394,36,367,955,-8483,1525,-5554,lying
207414,23,371,937,-2380,-366,-4638,lying
207434,17,382,918,671,-2014,-2075,lying
207454,19,387,925,-732,-5065,366,lying
207474,26,384,928,-610,-5004,1342,lying
207494,32,390,925,-3295,-3967,0,lying
207514,37,375,926,-8911,-427,-2136,lying
207534,32,360,928,-9399,1525,-3417,lying
207554,31,345,935,-8544,793,-2380,lying
207574,41,334,956,-6591,-2075,-915,lying
207594,59,322,986,-7141,-2258,-305,lying
207614,61,327,971,-3295,549,-1342,lying
207634,57,352,938,-4211,3051,-6958,lying
207654,25,381,915,-9033,4699,-10253,lying
207674,2,378,930,-12329,1708,-8728,lying
207694,0,358,927,-11047,-1220,-4028,lying
207714,0,345,942,-7141,-976,305,lying
207734,11,336,959,-3967,732,2990,lying
207754,26,332,970,-1342,244,3295,lying
207774,34,333,966,-3051,1159,1098,lying
207794,22,334,959,-8422,2319,-1647,lying
207814,8,337,966,-9216,3356,-3662,lying
207834,-6,364,969,2929,2868,-2563,lying
207854,-1,385,950,7446,1708,-1647,lying
207874,4,388,932,671,2014,-2990,lying
207894,6,360,940,-6896,3417,-4699,lying
207914,15,332,953,-6896,4028,-5249,lying
207934,26,312,958,-5615,5187,-5371,lying
207954,16,305,949,-7080,5371,-4760,lying
207974,0,296,947,-6896,732,-2502,lying
207994,0,303,951,-4028,-4394,427,lying
208014,6,308,968,-3051,-3845,2868,lying
208034,3,307,969,1770,-3234,4760,lying
208054,1,313,968,5310,-2258,6530,lying
208074,1,322,964,6713,-1892,7446,lying
208094,8,332,959,6103,-2380,6896,lying
208114,16,346,955,4394,-2136,4028,lying
208134,23,356,948,793,-1098,366,lying
208154,7,365,942,-2319,1037,-1464,lying
208174,-18,363,945,1953,610,-1098,lying
208194,0,364,934,6591,-3601,2685,lying
208214,8,366,937,13000,1220,3051,lying
208234,1,366,920,6103,-2563,4943,lying
208254,13,359,927,8178,-5798,5004,lying
208274,-54,372,921,9887,-4272,-427,lying
208294,79,319,937,8728,-5798,244,lying
208314,138,331,968,1098,2746,-6591,lying
208334,4,320,951,14221,5554,-6591,lying
208354,71,346,967,6103,4028,-9521,lying
208374,41,343,953,3295,5737,-6896,lying
208394,21,330,937,12512,-427,-4699,lying
208414,29,359,965,10681,61,-2014,lying
208434,24,371,942,1953,4333,-854,lying
208454,16,368,949,4638,3479,183,lying
208474,14,386,934,4333,3540,-122,lying
208494,6,391,927,-671,3967,-1770,lying
208514,-10,379,913,7690,1281,-2746,lying
208534,-10,383,942,1953,-1037,-2136,lying
208554,-18,389,917,-6042,2563,-2502,lying
208574,-26,370,932,854,-183,122,lying
208594,-11,377,929,3601,854,1098,lying
208614,-4,372,931,4394,1220,1525,lying
208634,1,373,932,5432,549,1342,lying
208654,5,374,929,3723,-61,427,lying
208674,2,375,924,1037,-1159,-732,lying
208694,1,375,921,-4150,-2563,-1647,lying
208714,2,365,929,-9460,-2990,-2136,lying
208734,1,349,949,-9582,-3173,-1770,lying
208754,4,346,967,-1647,-1892,183,lying
208774,7,362,949,3417,-1464,427,lying
208794,9,380,930,1281,-1647,0,lying
208814,5,386,916,-3662,-1464,-549,lying
208834,2,385,911,-5798,-1953,-61,lying
208854,2,382,913,-5187,-2258,366,lying
208874,6,371,925,-5493,-2868,671,lying
208894,10,361,944,-5981,-2624,732,lying
208914,16,349,960,-5920,-1831,549,lying
208934,18,345,966,-4089,-1403,-183,lying
208954,17,349,955,-2990,-1281,-854,lying
208974,11,356,945,-4272,-1281,-1525,lying
208994,8,356,938,-5004,-1708,-1647,lying
209014,6,353,937,-4272,-2502,-1037,lying
209034,8,353,938,-4516,-2807,-61,lying
209054,10,348,941,-5310,-2746,366,lying
209074,12,342,945,-5004,-2563,610,lying
209094,13,339,946,-4760,-2441,488,lying
209114,16,338,947,-5432,-2502,-61,lying
209134,16,336,948,-6408,-2319,-549,lying
209154,14,334,950,-5432,-1892,-244,lying
209174,14,338,947,-3540,-1464,183,lying
209194,16,340,947,-1647,-915,305,lying
209214,19,343,949,-976,-427,61,lying
209234,20,340,954,-854,-244,-366,lying
209254,23,335,957,-854,61,-793,lying
209274,24,328,961,-1953,793,-1403,lying
209294,24,317,970,-976,1403,-1525,lying
209314,23,315,983,3906,1770,-915,lying
209334,6,330,960,9826,854,122,lying
209354,12,351,945,5676,122,-244,lying
209374,16,354,937,-1953,-549,-671,lying
209394,14,345,937,-4394,-1159,-427,lying
209414,15,340,940,-2502,-1342,183,lying
209434,18,339,948,-1525,-976,610,lying
209454,19,335,960,-122,61,366,lying
209474,20,333,962,3540,1464,-183,lying
209494,20,336,952,5432,2502,-793,lying
209514,25,339,931,915,4211,-3295,lying
209534,7,334,927,-3967,1770,-2075,lying
209554,10,331,928,-488,-366,-1037,lying
209574,8,338,934,-1892,488,-488,lying
209594,4,336,945,671,-366,610,lying
209614,8,344,948,3173,-732,854,lying
209634,10,342,953,854,-183,-61,lying
209654,11,337,961,-671,183,-427,lying
209674,12,338,963,-1770,671,-427,lying
209694,15,338,969,-854,3112,-1525,lying
209714,17,340,972,1831,4028,-2136,lying
209734,7,350,963,6225,3906,-2746,lying
