ts,ax,ay,az,gx,gy,gz,label
241974,10,353,937,-2136,-610,-1098,lying
241994,12,348,947,-1281,-549,-366,lying
242014,13,345,955,-793,0,0,lying
242034,13,348,957,1403,915,549,lying
242054,13,358,945,3540,1342,1098,lying
242074,12,370,928,3051,793,1037,lying
242094,11,376,917,-61,-488,671,lying
242114,11,373,918,-4089,-1708,122,lying
242134,10,365,932,-4638,-2441,-61,lying
242154,15,357,944,-3784,-2075,-61,lying
242174,16,355,943,-3601,-1647,0,lying
242194,15,354,941,-2868,-1586,61,lying
242214,19,355,938,-2441,-1708,183,lying
242234,20,357,937,-3356,-2014,-122,lying
242254,19,355,938,-4882,-2685,-366,lying
242274,18,351,943,-5859,-3173,-183,lying
242294,19,347,948,-5371,-3234,305,lying
242314,20,344,953,-3784,-3051,854,lying
242334,21,344,953,-2685,-2624,793,lying
242354,25,346,952,-3540,-2502,427,lying
242374,25,344,950,-4394,-2441,0,lying
242394,27,341,950,-4699,-2014,-61,lying
242414,25,339,948,-4211,-1647,61,lying
242434,25,334,949,-2990,-1586,305,lying
242454,26,335,952,-2319,-1770,305,lying
242474,25,338,957,-1342,-1403,183,lying
242494,26,344,945,-183,-1831,488,lying
242514,28,349,935,-3906,-3295,-244,lying
242534,30,343,938,-6652,-3784,-854,lying
242554,30,333,944,-7446,-4394,-854,lying
242574,35,326,950,-7629,-4150,-793,lying
242594,35,319,961,-8361,-3540,-488,lying
242614,35,310,976,-5371,-2502,61,lying
242634,36,307,979,244,-1220,915,lying
242654,35,316,969,3540,-122,1342,lying
242674,35,326,955,2197,305,1220,lying
242694,35,328,946,-610,-488,610,lying
242714,34,328,952,-2075,-976,427,lying
242734,34,327,957,-1281,-793,549,lying
242754,36,329,959,0,-366,610,lying
242774,37,329,956,793,0,610,lying
242794,39,326,953,1403,183,305,lying
242814,39,327,953,1403,427,61,lying
242834,40,325,953,915,488,-366,lying
242854,38,322,957,549,488,-488,lying
242874,37,318,961,854,793,-244,lying
242894,34,318,961,2868,1281,305,lying
242914,32,326,959,4394,1831,549,lying
242934,29,330,955,5004,1892,610,lying
242954,29,335,950,4089,1525,427,lying
242974,29,337,948,1831,1525,122,lying
242994,30,332,950,427,1831,-61,lying
243014,29,328,951,732,1953,61,lying
243034,31,327,953,2624,1953,-61,lying
243054,29,334,959,5187,2380,-305,lying
243074,27,345,942,6408,2075,-305,lying
243094,31,358,927,2563,1525,-1220,lying
243114,33,352,924,-1037,2624,-2929,lying
243134,27,343,932,732,3234,-3356,lying
243154,37,357,940,6408,3356,-3112,lying
243174,51,346,966,366,7263,-3417,lying
243194,20,319,994,4394,10864,-1464,lying
243214,17,320,990,21606,10864,2075,lying
243234,11,362,948,29296,14099,2258,lying
243254,-1,394,918,30029,14953,-366,lying
243274,29,399,946,20812,12145,-3112,lying
243294,0,380,951,14587,22766,-6103,lying
243314,40,406,951,2075,24475,-4394,lying
243334,-11,381,910,-28076,20996,4150,lying
243354,-23,347,873,21713,20080,3173,lying
243374,-227,413,947,-26977,22094,-14099,lying
243394,-80,343,941,610,1342,-1892,lying
243414,-53,329,933,13427,5187,-3417,lying
243434,-72,354,901,-1525,10620,-6408,lying
243454,-96,340,924,-8789,976,1403,lying
243474,-57,337,973,-6652,-4150,2441,lying
243494,-32,330,993,-5249,-3967,915,lying
243514,-30,332,989,5676,-3234,732,lying
243534,-31,350,958,12512,-2624,976,lying
243554,-41,368,925,8239,-2624,122,lying
243574,-46,360,925,-2380,-4821,-488,lying
243594,-38,334,954,-2746,-8056,671,lying
243614,-24,337,973,9033,-10864,3356,lying
243634,2,375,960,16113,-7629,3540,lying
243654,2,432,904,15991,-7507,244,lying
243674,8,434,879,7751,-2563,-4516,lying
243694,-8,426,869,-4943,1464,-7507,lying
243714,-17,401,891,-9094,549,-7690,lying
243734,-15,364,931,-11962,3356,-7019,lying
243754,-60,305,1009,1464,2441,-5676,lying
243774,-101,311,891,24597,-1770,3601,lying
243794,-72,353,920,16601,-6164,6713,lying
243814,-52,397,949,7690,-122,8972,lying
243834,-36,394,966,16052,6591,8422,lying
243854,-11,437,903,18249,3234,4699,lying
243874,5,453,865,6530,-1831,2563,lying
243894,-3,444,927,-5065,-732,-1403,lying
243914,-6,428,984,1464,1831,-4272,lying
243934,-45,403,922,11901,7446,-9460,lying
243954,-52,406,870,5676,11596,-9948,lying
243974,-57,363,899,-5981,7568,-2929,lying
243994,-66,341,880,-8361,6774,-3540,lying
244014,-71,366,908,-9704,4638,-7080,lying
244034,-42,335,940,-14648,-1281,-7202,lying
244054,-106,395,874,5859,0,-6713,lying
244074,-145,492,859,14038,-6042,-1586,lying
244094,-97,461,878,-12634,-8728,549,lying
244114,-85,432,895,23178,-671,-3112,lying
244134,-58,395,958,20065,793,-2197,lying
244154,-52,332,1041,-14770,-793,3723,lying
244174,-43,356,976,2746,-3051,8483,lying
244194,-50,373,942,1464,-671,671,lying
244214,-15,396,921,18906,1159,-2563,lying
244234,-52,331,1000,-28442,6774,-2075,lying
244254,-43,352,934,-7324,-5310,-4394,lying
244274,-34,342,933,-6469,-2929,-2624,lying
244294,-36,331,946,-17822,-10986,-4760,lying
244314,0,310,937,-4028,-7507,-3845,lying
244334,-4,321,940,8178,-3295,2868,lying
244354,-3,338,917,-4150,4089,-366,lying
244374,-15,324,907,-26245,8239,-5310,lying
244394,-56,242,1000,-6958,-610,-4760,lying
244414,-93,219,990,10009,-8789,6591,lying
244434,-180,319,959,29663,-4333,7019,lying
244454,-90,317,971,19104,-12145,8361,lying
244474,-51,302,965,-23361,-8911,5310,lying
244494,-59,435,934,30395,-12817,9521,lying
244514,-10,394,942,1525,-5798,6164,lying
244534,40,361,901,-18493,3112,3173,lying
244554,4,357,975,-2197,-3479,2014,lying
244574,38,368,963,-30273,26794,-3173,lying
244594,-110,281,971,-22079,-1037,20812,lying
244614,-8,551,867,-12207,-2685,2746,lying
244634,-70,353,996,16525,10620,-12817,lying
244654,-47,327,957,-1770,366,-7995,lying
244674,-72,318,965,-1220,-6530,-7629,lying
244694,-72,306,953,12145,-13305,-5676,lying
244714,47,473,901,3479,-17150,-6103,lying
244734,19,389,892,-3006,5615,-13488,lying
244754,23,247,937,3220,30700,183,lying
244774,-167,197,989,5600,20202,61,lying
244794,-126,194,979,19455,6896,5554,lying
244814,71,211,964,-22705,-1953,17211,lying
244834,-51,152,928,30075,13061,30273,lying
244854,-143,228,949,-3784,-5920,22949,lying
244874,-123,278,975,12023,-26306,10253,lying
244894,-69,185,1036,16784,-18981,14038,lying
244914,-65,208,1031,-17990,-25573,29418,lying
244934,-64,243,885,-1389,22873,-26291,lying
244954,30,301,731,-793,20248,16052,lying
244974,-55,309,822,19592,-25329,18798,lying
244994,67,280,1038,13427,-13793,29479,lying
245014,88,360,1010,31188,-6347,26611,lying
245034,57,324,998,-29037,-20935,-27817,lying
245054,79,264,995,29541,-25878,-30807,lying
245074,29,259,1043,16662,-18005,30456,lying
245094,49,231,1063,30700,-29174,-14084,lying
245114,60,317,941,-25192,28183,-12497,lying
245134,128,387,967,-28244,-14953,-10178,lying
245154,183,483,1059,6164,-13000,-9140,lying
245174,239,451,1049,4943,-27099,-3220,lying
245194,327,409,879,-3051,28671,-9262,lying
245214,380,378,863,13671,-13061,27221,lying
245234,331,411,912,21850,22216,-6652,lying
245254,216,376,953,6469,-17014,-8178,lying
245274,162,372,880,2014,-29648,9216,lying
245294,136,334,790,-1281,31372,16662,lying
245314,92,362,878,-8239,4333,20935,lying
245334,115,401,847,-5554,-23559,-31174,lying
245354,239,365,742,-244,1525,-15305,lying
245374,178,446,924,-6652,28015,-5112,lying
245394,220,429,853,-27954,12145,-20859,lying
245414,161,349,850,-11535,21118,-28549,lying
245434,198,270,828,6286,17883,22155,lying
245454,112,306,1002,8300,21362,15380,lying
245474,91,265,1022,13916,8117,17822,lying
245494,100,200,985,3479,1892,13366,lying
245514,102,180,983,-11596,-9216,-2380,lying
245534,105,287,1024,-6896,-21362,-10314,lying
245554,135,300,1013,3173,-30456,-9094,lying
245574,148,326,1059,12145,27145,-7202,lying
245594,189,375,1096,19042,18417,-3295,lying
245614,284,353,1043,28930,22385,-13000,lying
245634,305,395,1056,28015,-30395,-1220,lying
245654,318,366,1035,10803,-24047,8483,lying
245674,323,307,1022,11840,-32165,7263,lying
245694,299,321,993,11413,-28625,8483,lying
245714,259,422,916,-9582,18417,28808,lying
245734,333,435,748,22446,-17288,-25925,lying
245754,380,137,769,27801,16510,-17319,lying
245774,403,172,788,-1358,10955,-10483,lying
245794,435,281,811,-26611,24871,-16953,lying
245814,433,327,869,23193,-2274,-32455,lying
245834,452,252,938,931,21591,26123,lying
245854,557,333,869,-961,-24230,-21591,lying
245874,503,309,863,-30075,19287,-16220,lying
245894,570,391,859,16312,-16220,-839,lying
245914,498,461,919,-7004,-13793,-15549,lying
245934,495,415,942,-20981,-24169,-19455,lying
245954,481,419,921,-22690,-29235,-17258,lying
245974,496,375,911,26550,-24597,-21957,lying
245994,562,372,866,20324,-23193,-27756,lying
246014,574,309,866,1403,-29785,21667,lying
246034,519,307,888,-20935,26169,13305,lying
246054,596,306,813,-20507,717,24841,lying
246074,630,275,651,-23132,23956,-2670,lying
246094,675,141,575,-27709,10345,10391,lying
246114,708,140,609,-13305,-5951,1724,lying
246134,804,156,471,14099,6057,22232,lying
246154,901,170,216,8789,-15672,30350,lying
246174,929,129,349,22277,-23652,2151,lying
246194,795,322,447,-18600,-7538,-18600,lying
246214,671,319,343,-21652,29372,2762,lying
246234,651,206,109,7202,25283,13199,lying
246254,654,153,34,-17517,-22309,-2243,lying
246274,713,51,123,-28198,11383,-20248,lying
246294,774,87,339,-13305,-15396,31677,lying
246314,809,114,359,-122,-8682,16540,lying
246334,796,55,368,21591,13229,6469,lying
246354,698,-188,296,30197,23727,10131,lying
246374,592,-323,275,-2090,-25573,-29526,lying
246394,636,-145,240,-23941,-14648,-32578,lying
246414,670,-49,290,-24368,4272,28625,lying
246434,734,-51,341,10361,-21728,-22460,lying
246454,873,-31,274,-4227,-1281,13657,lying
246474,928,-179,189,-11063,22338,19760,lying
246494,927,-309,103,29571,-26169,21103,lying
246514,987,-381,18,-27237,-20737,22385,lying
246534,1158,-342,48,25436,-30258,-30700,lying
246554,1351,-161,145,-21423,28930,-22460,lying
246574,1473,69,154,-2929,32470,-18920,lying
246594,1584,180,36,5493,-25009,-17211,lying
246614,1532,85,-40,-3234,-27267,3356,lying
246634,1382,33,-138,-5386,-13183,3173,lying
246654,1299,74,-84,-17593,-30578,-488,lying
246674,1372,-2,-41,8713,7736,-17395,lying
246694,1386,9,-23,15915,1328,-23986,lying
246714,1359,97,1,-20019,-2884,22873,lying
246734,1302,201,42,-26855,16220,3952,lying
246754,1345,124,-222,-11154,-27160,1083,lying
246774,1044,326,106,18692,-14587,13168,lying
246794,924,212,25,-31479,-1708,-6103,lying
246814,881,317,-28,5692,13122,-16479,lying
246834,831,331,42,17883,29418,7553,lying
246854,733,241,100,-7995,30029,-19302,lying
246874,625,228,99,-12695,27832,-10452,lying
246894,672,77,80,7202,18920,28305,lying
246914,691,58,94,26367,27770,-6591,lying
246934,671,100,194,24963,-4745,915,lying
246954,751,166,238,-20981,32348,6103,lying
246974,810,199,193,-29099,27893,-6408,lying
246994,813,213,345,13732,-25925,-21667,lying
247014,884,213,430,-18600,26855,6225,lying
247034,937,231,374,-4868,20507,21789,lying
247054,1000,272,317,22460,9460,27343,lying
247074,1083,334,295,-29418,4394,10498,lying
247094,1099,315,226,-13565,2746,-15502,lying
247114,1093,253,249,11887,-13596,4745,lying
247134,1093,192,373,-2762,-6943,1999,lying
247154,1076,266,368,-5432,14786,-5753,lying
247174,1114,399,330,-23300,24735,7187,lying
247194,959,454,384,2213,870,28305,lying
247214,947,438,334,-46,-717,28366,lying
247234,814,429,195,-15366,-27756,27267,lying
247254,599,389,131,6164,5859,-23925,lying
247274,656,369,119,29465,-6591,-549,lying
247294,688,436,192,-29052,-7690,24780,lying
247314,731,454,247,-16784,-19226,-24460,lying
247334,845,419,328,-3662,-17456,-27390,lying
247354,949,451,327,19714,-5187,-23239,lying
247374,928,431,253,-28854,4821,-32639,lying
247394,1047,382,310,-7019,31860,-7812,lying
247414,978,359,263,-6591,-19577,-22521,lying
247434,935,376,219,-23315,-8896,-28442,lying
247454,874,380,252,-27648,5264,21164,lying
247474,818,398,341,27451,19730,7614,lying
247494,834,398,443,21469,20706,4929,lying
247514,761,354,521,23544,18265,9140,lying
247534,725,332,569,30197,18814,5722,lying
247554,722,377,582,-29052,13443,9079,lying
247574,772,378,609,-7812,-9323,-22949,lying
247594,573,389,684,11352,-23972,-18188,lying
247614,579,442,673,5615,29907,-4821,lying
247634,609,417,644,-17822,18127,10681,lying
247654,631,476,625,-16235,427,7324,lying
247674,631,398,717,-26123,1586,7446,lying
247694,657,432,651,244,-5859,10070,lying
247714,659,437,627,549,-15747,5676,lying
247734,696,401,661,-10559,-8789,793,lying
247754,665,430,588,8911,-1098,2380,lying
247774,665,451,539,31738,-8605,-17761,lying
247794,665,487,621,1159,-6774,-7690,lying
247814,673,465,581,4150,-2136,-4821,lying
247834,696,463,518,18920,2807,-3417,lying
247854,613,521,555,6713,4455,-7934,lying
247874,612,526,606,-3906,-244,5554,lying
247894,684,455,631,1403,-10070,27221,lying
247914,603,419,592,14465,2014,-26901,lying
247934,647,410,613,22766,2929,32226,lying
247954,732,454,590,3601,1159,14221,lying
247974,709,472,583,-12512,1403,3234,lying
247994,741,434,607,-8056,6591,671,lying
248014,723,455,563,-19836,11718,-9765,lying
248034,705,434,586,19455,21606,-13305,lying
248054,625,402,551,-25146,27404,-16784,lying
248074,780,379,655,8605,1281,-11657,lying
248094,712,441,585,-30639,-1892,-16601,lying
248114,730,427,721,13000,-12145,-9948,lying
248134,783,363,673,11856,-18371,6286,lying
248154,602,283,627,-9643,18981,17883,lying
248174,698,386,567,15014,11596,22644,lying
248194,717,488,586,-23666,5615,15625,lying
248214,637,468,602,-23117,10314,13305,lying
248234,659,440,588,-13046,13732,10253,lying
248254,662,422,611,-25497,11474,-6408,lying
248274,654,450,546,-30563,7690,1037,lying
248294,660,435,567,26855,10681,-6469,lying
248314,657,517,574,-28366,9460,3234,lying
248334,733,600,603,-9033,12145,-2929,lying
248354,724,559,565,-7767,17089,-9582,lying
248374,665,451,682,20248,14465,-8544,lying
248394,643,434,622,-21728,9704,-4455,lying
248414,622,405,588,-28137,6591,-4577,lying
248434,628,398,602,1647,1342,3479,lying
248454,627,421,609,26245,-5065,6469,lying
248474,642,470,621,23620,-8300,7751,lying
248494,659,484,633,19287,-7934,8605,lying
248514,675,488,597,-793,-4455,3173,lying
248534,676,471,560,-6164,-3051,-122,lying
248554,661,459,578,-3295,-3295,-1342,lying
248574,658,441,620,-2380,-488,-1708,lying
248594,668,448,636,11474,2136,-305,lying
248614,670,464,630,14404,5432,-122,lying
248634,668,488,594,2746,7080,-1953,lying
248654,654,468,586,-3295,4150,-1770,lying
248674,663,484,564,5126,61,-1831,lying
248694,657,477,575,1831,-3295,-2136,lying
248714,651,475,597,-2990,-732,-488,lying
248734,656,472,595,-183,-915,854,lying
248754,665,473,566,15502,-3723,2807,lying
248774,674,487,554,30517,-9277,4882,lying
248794,669,492,616,5249,-7995,2502,lying
248814,670,478,629,-2136,-9338,1708,lying
248834,659,478,582,8361,-7385,-4089,lying
248854,709,466,505,-427,13488,-11840,lying
248874,711,535,465,-24597,25528,-27160,lying
248894,582,416,615,-21164,13732,4882,lying
248914,613,495,614,30761,-2014,-9704,lying
248934,619,556,653,-9704,366,305,lying
248954,635,494,647,13061,-2746,4089,lying
248974,671,523,420,-11169,2380,-671,lying
248994,643,471,611,-16479,-2014,-976,lying
249014,622,488,601,5004,-7019,5126,lying
249034,636,541,574,-12939,-4089,-610,lying
249054,635,508,602,-13732,-1953,-915,lying
249074,643,482,640,-5798,-1892,427,lying
249094,653,474,591,-549,3540,305,lying
249114,644,479,600,2197,3051,0,lying
249134,639,493,631,7507,3417,1037,lying
249154,641,501,649,16540,4699,976,lying
249174,625,518,598,7080,-1159,3295,lying
249194,647,508,583,-5920,-3601,3906,lying
249214,649,495,584,-10620,-3967,2441,lying
249234,644,484,591,-11596,-6652,2990,lying
249254,676,460,566,10437,122,793,lying
249274,620,540,627,9460,-3295,2319,lying
249294,656,515,559,-610,1159,-3295,lying
249314,650,507,569,-9094,1586,-4394,lying
249334,627,494,622,-12634,-1342,-1953,lying
249354,643,474,610,-7751,-366,-122,lying
249374,655,464,589,5493,-1770,1770,lying
249394,645,479,607,13366,-2136,3540,lying
249414,647,488,606,20812,-1647,4394,lying
249434,645,508,573,26489,-1159,4577,lying
249454,664,512,520,6225,-1403,-854,lying
249474,664,499,578,16235,-1159,671,lying
249494,635,526,618,2319,-1098,-1342,lying
249514,660,515,571,18432,13183,-5615,lying
249534,651,519,622,8850,610,915,lying
249554,670,532,525,4699,5798,-2014,lying
249574,643,510,539,-10681,5126,-3845,lying
249594,630,517,588,-11779,4211,-4455,lying
249614,623,513,623,-10131,5432,-3662,lying
249634,625,499,624,11108,2868,793,lying
249654,639,518,572,4516,-244,2075,lying
249674,639,511,587,-2014,-1342,366,lying
249694,645,505,589,3845,-2441,1525,lying
249714,646,519,584,2136,305,488,lying
249734,649,534,587,-10620,6103,-4089,lying
249754,634,490,553,14572,9521,-4516,lying
249774,625,505,608,-31433,5126,-3234,lying
249794,626,492,566,-23742,2807,-2746,lying
249814,631,486,611,-13732,-2014,-671,lying
249834,635,486,614,-8544,-1647,-1647,lying
249854,636,493,613,-17028,-854,-2197,lying
249874,633,476,650,-16113,671,-1281,lying
249894,638,477,639,-9887,1586,0,lying
249914,637,479,619,-5493,1464,-793,lying
249934,634,475,631,549,-610,-854,lying
249954,637,478,619,732,61,-1342,lying
249974,632,476,616,-2990,549,-2075,lying
249994,632,471,624,-7263,1342,-2502,lying
250014,626,469,642,-5859,2502,-1281,lying
250034,618,479,649,-305,2807,732,lying
250054,625,484,632,1464,671,1525,lying
250074,627,484,625,-305,0,915,lying
250094,625,465,653,12390,-1464,1037,lying
250114,629,488,571,-2258,-2014,-122,lying
250134,626,478,629,-1037,-2319,61,lying
250154,632,466,635,3234,-1525,-244,lying
250174,632,472,633,7263,-854,793,lying
250194,635,485,615,5981,-854,-1464,lying
250214,637,482,628,-5004,-122,-2258,lying
250234,630,476,633,-1037,-61,-2075,lying
250254,624,476,636,732,488,-1098,lying
250274,619,472,640,3112,427,305,lying
250294,621,479,631,5432,305,1586,lying
250314,624,486,626,5432,-366,2075,lying
250334,628,492,619,1586,-366,1403,lying
250354,629,492,623,-1342,-1342,915,lying
250374,630,485,630,-305,-976,1037,lying
250394,631,477,633,8422,427,2075,lying
250414,638,482,622,12451,4150,2441,lying
250434,628,486,631,19042,5065,2807,lying
250454,634,505,586,6530,4455,1098,lying
250474,627,502,592,-3784,2258,-854,lying
250494,625,494,624,-2563,732,-1525,lying
250514,621,484,639,-183,1037,-915,lying
250534,622,478,638,3845,976,488,lying
250554,627,488,618,4028,671,732,lying
250574,629,500,620,1647,366,-61,lying
250594,632,503,614,183,610,-1037,lying
250614,626,497,622,61,0,-1464,lying
250634,621,490,623,1220,244,-1098,lying
250654,619,487,618,1159,915,-549,lying
250674,620,481,620,1586,671,122,lying
250694,626,489,626,5371,793,1403,lying
250714,629,498,631,6225,2014,1464,lying
250734,627,504,619,9887,1281,2380,lying
250754,632,513,595,-2746,1892,-1708,lying
250774,620,495,620,-1586,1220,-1098,lying
250794,611,484,631,3112,1464,244,lying
250814,620,495,612,10314,976,2441,lying
250834,621,507,604,11291,732,2319,lying
250854,621,514,598,1892,-366,549,lying
250874,623,513,607,-2197,-610,0,lying
250894,624,506,619,-2014,-61,-183,lying
250914,623,497,620,915,244,427,lying
250934,625,494,622,5310,488,1281,lying
250954,622,494,625,12084,-61,2563,lying
250974,630,515,589,1220,610,305,lying
250994,623,510,609,-2563,-183,-671,lying
251014,623,505,614,-2624,366,-976,lying
251034,619,500,616,-793,366,-549,lying
251054,621,496,617,1708,305,488,lying
251074,621,500,613,6286,-366,1953,lying
251094,625,513,607,2014,-122,488,lying
251114,628,519,600,427,-610,-61,lying
251134,625,516,602,-3479,-488,-1281,lying
251154,619,507,603,-5676,-305,-1525,lying
251174,616,496,611,-4760,-732,-732,lying
251194,618,492,617,-915,-1159,488,lying
251214,626,501,617,1586,-976,1098,lying
251234,629,507,620,1220,-183,732,lying
251254,629,510,617,1159,122,-61,lying
251274,625,507,613,-488,61,-732,lying
251294,621,500,614,-183,61,-793,lying
251314,619,498,608,-610,366,-488,lying
251334,616,499,609,-244,-305,366,lying
251354,619,509,616,549,-976,793,lying
251374,622,512,619,1525,-976,1037,lying
251394,625,511,614,2136,-793,1037,lying
251414,627,509,609,305,-305,488,lying
251434,627,509,602,-793,61,0,lying
251454,626,504,606,-2685,244,-1037,lying
251474,625,502,614,-1159,366,-854,lying
251494,624,504,615,732,671,-427,lying
251514,620,506,616,1342,305,61,lying
251534,621,508,610,1403,183,61,lying
251554,621,507,608,-3295,366,-976,lying
251574,619,502,614,-3356,-183,-610,lying
251594,620,497,620,-2380,-122,-183,lying
251614,619,500,626,732,-183,732,lying
251634,622,511,619,1770,366,610,lying
251654,626,515,605,1464,-61,305,lying
251674,624,513,602,-3112,-183,-1220,lying
251694,620,506,610,-3967,-793,-976,lying
251714,616,498,613,-2380,-854,-366,lying
251734,618,494,616,-305,-732,305,lying
251754,622,496,624,2746,-549,1403,lying
251774,626,505,621,4821,61,1342,lying
251794,629,509,620,3540,366,854,lying
251814,626,512,609,1220,305,-122,lying
251834,623,504,610,-854,610,-732,lying
251854,619,502,605,-1586,854,-976,lying
251874,615,499,611,-1037,61,-183,lying
251894,616,505,613,1403,-366,732,lying
251914,621,513,617,1098,-671,915,lying
251934,623,515,613,305,-366,488,lying
251954,623,507,616,-1281,-183,61,lying
251974,623,503,616,305,305,122,lying
251994,624,501,618,2380,732,366,lying
252014,624,503,618,4394,854,549,lying
252034,625,508,613,5737,976,610,lying
252054,621,513,609,3112,1037,-61,lying
252074,618,514,610,-244,976,-732,lying
252094,614,503,613,915,610,-183,lying
252114,616,506,609,1159,244,244,lying
252134,618,504,621,1831,366,793,lying
252154,618,508,625,5249,610,1464,lying
252174,620,516,618,7629,793,1586,lying
252194,625,522,602,7629,793,976,lying
252214,620,525,596,4150,610,-244,lying
252234,619,519,599,1098,610,-976,lying
252254,616,513,593,-1647,488,-976,lying
252274,614,498,616,1342,-915,488,lying
252294,624,500,597,5432,-976,1647,lying
252314,624,518,598,2990,-1770,1647,lying
252334,632,544,575,-11535,-3234,-2014,lying
252354,621,513,613,-11718,-5310,-2441,lying
252374,625,503,624,-3479,-4882,-976,lying
252394,625,504,616,-61,-2319,122,lying
252414,636,511,620,1281,671,-122,lying
252434,627,515,632,4211,3906,-671,lying
252454,617,525,608,4699,4089,-1281,lying
252474,618,526,600,1953,3662,-2075,lying
252494,615,523,602,427,3234,-2502,lying
252514,615,514,609,244,2685,-2197,lying
252534,612,509,609,2685,2807,-1342,lying
252554,618,514,606,3906,2563,-549,lying
252574,615,514,614,4089,2929,-488,lying
252594,613,521,612,6469,2929,-183,lying
252614,609,523,612,6896,3295,-183,lying
252634,606,526,606,6347,2075,244,lying
252654,606,523,604,6286,1708,671,lying
252674,604,523,609,6225,1647,976,lying
252694,608,533,596,5981,1342,1220,lying
252714,606,539,604,4821,549,1159,lying
252734,608,546,596,2441,366,610,lying
252754,610,545,587,-1647,366,-427,lying
252774,606,534,593,-3967,-244,-305,lying
252794,605,522,596,-1708,122,61,lying
252814,609,522,589,-1281,-244,366,lying
252834,611,519,599,-3540,-1220,427,lying
252854,611,519,612,1098,-1281,1403,lying
252874,614,528,604,976,-1220,1464,lying
252894,614,527,600,610,-1403,1464,lying
252914,613,524,597,-1525,-1892,1098,lying
252934,611,520,601,488,-2441,1770,lying
252954,611,522,604,1220,-2746,2441,lying
252974,614,528,602,1708,-2502,2624,lying
252994,614,530,596,1098,-1586,1953,lying
253014,608,528,585,-3112,-732,366,lying
253034,595,514,579,-2563,-671,122,lying
253054,589,506,574,122,-610,0,lying
253074,604,517,557,1831,183,-671,lying
253094,597,520,603,-2868,-549,-549,lying
253114,583,508,615,6164,-3906,2685,lying
253134,568,506,611,14587,-4699,9338,lying
253154,567,520,587,19958,-12939,15197,lying
253174,590,538,592,7385,-11047,20629,lying
253194,587,553,629,5737,-13916,30700,lying
253214,595,547,629,11901,-18432,-29953,lying
253234,647,533,557,15136,-24047,-28671,lying
253254,659,530,562,7019,-28991,-31052,lying
253274,651,521,625,6530,-30639,-30502,lying
253294,642,526,601,6103,-29418,-22079,lying
253314,699,492,538,15625,-31799,-26230,lying
253334,708,495,474,-305,-23620,-21957,lying
253354,689,445,481,-1281,-23559,-21347,lying
253374,683,417,554,4150,-18310,-16037,lying
253394,709,419,549,11596,-15502,-10117,lying
253414,715,423,539,-2990,-27404,-8286,lying
253434,756,424,547,-7751,-26306,-5966,lying
253454,814,398,500,-12145,-18615,-7370,lying
253474,811,371,492,-9704,-8117,-15732,lying
253494,780,341,542,-7324,-793,-10788,lying
253514,780,330,478,-13854,8789,-15305,lying
253534,765,296,464,-17700,6958,-22934,lying
253554,754,279,470,-15197,-7080,-17685,lying
253574,788,253,500,-11962,-22705,-9689,lying
253594,808,249,492,1586,-30395,-19577,lying
253614,898,226,462,-8972,-21972,17089,lying
253634,901,205,505,-5737,22202,21179,lying
253654,897,211,484,4821,20554,23254,lying
253674,881,213,466,-2868,21591,27099,lying
253694,946,163,422,-8728,21957,27404,lying
253714,948,170,314,-10009,20676,13977,lying
253734,854,191,328,-23498,7980,19226,lying
253754,874,178,295,-22521,-3799,18981,lying
253774,906,208,241,-19470,-29190,15686,lying
253794,1020,245,274,-22033,21820,13854,lying
253814,1101,253,342,-32104,27923,-10070,lying
253834,1082,245,374,-13488,-23697,31540,lying
253854,1054,239,327,-1586,-9903,18967,lying
253874,1016,259,276,13549,6699,20920,lying
253894,1002,217,144,732,7248,30930,lying
253914,807,140,-71,24155,-20218,-2685,lying
253934,1088,-9,-338,-4776,28717,-3479,lying
253954,959,-26,-276,3952,-23697,-15014,lying
253974,1026,109,4,6393,31768,3417,lying
253994,1092,56,-80,-6652,-14481,3051,lying
254014,1036,80,-25,7568,15121,8972,lying
254034,991,111,19,32150,-22888,11535,lying
254054,911,71,-105,10361,-11901,8422,lying
254074,853,-43,-90,13474,2624,27709,lying
254094,838,-96,-67,16479,2075,-21835,lying
254114,850,52,-21,-15182,-12451,-9872,lying
254134,987,238,5,-22141,-732,-21347,lying
254154,946,256,-46,10986,12512,-7126,lying
254174,951,107,-60,-17211,11535,-11154,lying
254194,898,2,-154,-7324,1770,-28183,lying
254214,912,-44,-162,5004,-3234,-25925,lying
254234,957,52,-88,13366,1220,-18661,lying
254254,1033,132,-29,5676,17395,-20493,lying
254274,1118,112,42,-14709,25207,28808,lying
254294,1149,47,84,29282,31494,-976,lying
254314,1153,-17,16,17990,-27573,-9826,lying
254334,1107,-115,-36,29099,28442,1525,lying
254354,1355,-240,-106,16418,20141,-32639,lying
254374,991,-33,-155,-25131,24353,13671,lying
254394,1198,6,-117,61,-3112,20874,lying
254414,1167,61,-40,6469,-5737,1770,lying
254434,1151,40,-12,-6713,4882,-15930,lying
254454,1073,-61,-2,-6042,14038,-20141,lying
254474,992,-92,-35,1708,18310,-13488,lying
254494,930,-88,5,6347,17089,4943,lying
254514,921,-48,-68,-28976,2670,26733,lying
254534,848,-37,87,-7187,17441,26733,lying
254554,843,-27,104,17899,8835,24169,lying
254574,975,0,-117,-6988,-7950,9704,lying
254594,895,-10,-238,32653,6821,13854,lying
